CUSTOMER,container_id,days
NISSAN MOTOR MANUFACTURING UK,TCNU9683264,1 days 00:00:00
HILLEBRAND BULK LOGISTICS,MRSU0322575,1 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCNU4269396,1 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,BMOU4181887,1 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCNU4112431,1 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCNU3944720,1 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCLU8498963,1 days 00:00:00
OCEAN NETWORK EXPRESS PTE LTD,ONEU0022480,1 days 12:00:00
KOMATSU UK LTD (CON),UETU5841033,1 days 12:00:00
MAERSK A/S,MSKU1304261,1 days 12:00:00
KOMATSU UK LTD (CON),TRHU4403180,1 days 12:00:00
KOMATSU UK LTD (CON),ONEU0022480,1 days 12:00:00
DHL GLOBAL FORWARDING UK LTD,TCKU6729264,1 days 12:00:00
DHL GLOBAL FORWARDING UK LTD,MRSU5031269,1 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,BMOU6601567,1 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,TCKU6729264,1 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,TCLU9275331,1 days 12:00:00
KOMATSU UK LTD (CON),TGBU6801960,1 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,MSKU8426929,1 days 12:00:00
KOMATSU UK LTD (CON),PONU1920164,1 days 12:00:00
KOMATSU UK LTD (CON),SEGU5047479,1 days 12:00:00
VIPA LAUSANNE SA,MSKU0284094,1 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,SEGU4991967,1 days 12:00:00
OCEAN NETWORK EXPRESS PTE LTD,TRHU4403180,1 days 12:00:00
KOMATSU UK LTD (CON),MRKU6404528,1 days 12:00:00
VIPA LAUSANNE SA,MRKU6404528,1 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,MSKU7010979,1 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,TGBU6801960,1 days 12:00:00
REUDAN INTERNATIONAL,SEGU5047479,1 days 12:00:00
MAERSK BATTERY PLANT,MSKU0284094,1 days 12:00:00
KOMATSU UK LTD (CON),MSKU2633425,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU2402673,2 days 00:00:00
MAERSK BATTERY PLANT,MSKU8230685,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,GATU1051249,2 days 00:00:00
KOMATSU UK LTD (CON),MSKU6268167,2 days 00:00:00
KOMATSU UK LTD (CON),MRKU4868427,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TCIU4258086,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU2402713,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CPWU2344161,2 days 00:00:00
KOMATSU UK LTD (CON),MSKU6481486,2 days 00:00:00
OCEAN NETWORK EXPRESS PTE LTD,TRHU1424620,2 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,FCIU3133100,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TTMU1213319,2 days 00:00:00
PROGRESSIVE 3PL LIMITED,GLDU5487567,2 days 00:00:00
KOMATSU UK LTD (CON),MRKU1079430,2 days 00:00:00
PROGRESSIVE 3PL LIMITED,CAIU4751911,2 days 00:00:00
HINE FREIGHT SERVICES LIMITED,CAIU7797500,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,BEAU5423430,2 days 00:00:00
KOMATSU UK LTD (CON),MRKU1100266,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,GATU1332462,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,FDCU0349414,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,NYKU0776396,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,GESU3748979,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU3138698,2 days 00:00:00
KOMATSU UK LTD (CON),MRSU4833296,2 days 00:00:00
HILLEBRAND BULK LOGISTICS,BSIU3260673,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,FDCU0382032,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU2402668,2 days 00:00:00
DHL GLOBAL FORWARDING UK LTD,HLBU1629100,2 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,TCKU4205165,2 days 00:00:00
KOMATSU UK LTD (CON),MSKU6672456,2 days 00:00:00
KOMATSU UK LTD (CON),TCLU1832214,2 days 00:00:00
DHL GLOBAL FORWARDING UK LTD,MRKU4782149,2 days 00:00:00
KOMATSU UK LTD (CON),TLLU5692844,2 days 00:00:00
KOMATSU UK LTD (CON),TLLU5596265,2 days 00:00:00
KOMATSU UK LTD (CON),TLLU5351350,2 days 00:00:00
FCL GLOBAL FORWARDING,UACU3420621,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU3900290,2 days 00:00:00
DHL GLOBAL FORWARDING UK LTD,MRKU5234514,2 days 00:00:00
KOMATSU UK LTD (CON),TCLU7969436,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU6024519,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TGHU3819740,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU6024057,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,DFSU6197713,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU6023873,2 days 00:00:00
KOMATSU UK LTD (CON),TCLU9716890,2 days 00:00:00
KOMATSU UK LTD (CON),TCNU2817248,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCLU7825064,2 days 00:00:00
DHL GLOBAL FORWARDING UK LTD,TGBU9352857,2 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,TTNU5685718,2 days 00:00:00
VIPA LAUSANNE SA,MSKU0035867,2 days 00:00:00
REGENCY FREIGHT SERVICES LTD,TGBU4268656,2 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,TGHU9135724,2 days 00:00:00
KOMATSU UK LTD (CON),SEAU8608460,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MSKU8431653,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCLU8905694,2 days 00:00:00
KOMATSU UK LTD (CON),TRHU8246290,2 days 00:00:00
KOMATSU UK LTD (CON),MSKU7475786,2 days 00:00:00
KOMATSU UK LTD (CON),TRHU6470994,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,DRYU6041036,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU2402631,2 days 00:00:00
VIPA LAUSANNE SA,HASU4324982,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,DFSU7314558,2 days 00:00:00
KOMATSU UK LTD (CON),OOCU8939594,2 days 00:00:00
HAPAG LLOYD AG,CAIU6957809,2 days 00:00:00
KOMATSU UK LTD (CON),PONU1397541,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCLU6510421,2 days 00:00:00
KOMATSU UK LTD (CON),PONU1564253,2 days 00:00:00
VIPA LAUSANNE SA,SEKU4455850,2 days 00:00:00
VIPA LAUSANNE SA,MRKU5822626,2 days 00:00:00
KOMATSU UK LTD (CON),TLLU5918361,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MSKU0647311,2 days 00:00:00
VIPA LAUSANNE SA,MRKU5906286,2 days 00:00:00
HILLEBRAND BULK LOGISTICS,UACU3738802,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU2402626,2 days 00:00:00
HINE FREIGHT SERVICES LIMITED,EISU8278955,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TGHU0390550,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCNU8634075,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,PSSU3949429,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MNBU0583365,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TLLU5918361,2 days 00:00:00
KUEHNE + NAGEL LTD,HLXU5239089,2 days 00:00:00
KOMATSU UK LTD (C/S),PONU1862010,2 days 00:00:00
KOMATSU UK LTD (C/S),PONU1895652,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MSKU9513490,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TRHU4162020,2 days 00:00:00
HINE FREIGHT SERVICES LIMITED,TEMU6245027,2 days 00:00:00
KOMATSU UK LTD (C/S),TGBU4107029,2 days 00:00:00
KOMATSU UK LTD (C/S),TGBU4107163,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU3443069,2 days 00:00:00
KOMATSU UK LTD (CON),BEAU4436880,2 days 00:00:00
HILLEBRAND BULK LOGISTICS,HLBU2730764,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,BMOU4698801,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCKU7684009,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU2402122,2 days 00:00:00
HINE FREIGHT SERVICES LIMITED,TCNU3462040,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,PSSU3943842,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCKU7624416,2 days 00:00:00
OCEAN NETWORK EXPRESS PTE LTD,TCLU8857554,2 days 00:00:00
KOMATSU UK LTD (CON),DFSU7542985,2 days 00:00:00
KOMATSU UK LTD (C/S),MRKU0396220,2 days 00:00:00
BERLIN PACKAGING UK LTD,TCLU5595126,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU1812077,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU1812035,2 days 00:00:00
J BARBOUR AND SONS LTD,CMAU0870659,2 days 00:00:00
J BARBOUR AND SONS LTD,CMAU1955597,2 days 00:00:00
CARDINAL MARITIME LTD,MEDU4094973,2 days 00:00:00
J BARBOUR AND SONS LTD,CMAU7222853,2 days 00:00:00
J BARBOUR AND SONS LTD,ECMU4614051,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TGBU5297746,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,SJUU3340964,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU3884505,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLHU3820221,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,SJUU3361421,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TGBU5381590,2 days 00:00:00
J BARBOUR AND SONS LTD,TEMU2422145,2 days 00:00:00
MAERSK A/S,MRKU4201537,2 days 00:00:00
KEITH SPICER LTD,CAIU4226929,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TGBU9352857,2 days 00:00:00
KEITH SPICER LTD,HLBU1615832,2 days 00:00:00
KEITH SPICER LTD,HLBU1760044,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,SJUU3361571,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU1811506,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,KKFU7784303,2 days 00:00:00
CARDINAL MARITIME LTD,MSCU4878217,2 days 00:00:00
MAERSK A/S,MRKU7744461,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,ONEU0339454,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCLU1781631,2 days 00:00:00
HILLEBRAND BULK LOGISTICS,HLBU2353017,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MSKU1626801,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCKU7475328,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,VICU0503145,2 days 00:00:00
MAERSK A/S,TCKU1346452,2 days 00:00:00
KOMATSU UK LTD (CON),MRKU0082506,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,BSIU9104359,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,VICU0503504,2 days 00:00:00
KUEHNE + NAGEL LTD,UACU8410652,2 days 00:00:00
KOMATSU UK LTD (CON),MRKU0604581,2 days 00:00:00
MAERSK BATTERY PLANT,MRKU3434920,2 days 00:00:00
HILLEBRAND BULK LOGISTICS,HASU1512651,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,NYKU4397868,2 days 00:00:00
KOMATSU UK LTD (CON),FSCU8542049,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,PSSU3914905,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,PSSU3914422,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,PSSU3914417,2 days 00:00:00
KOMATSU UK LTD (CON),MRKU0219841,2 days 00:00:00
MAERSK BATTERY PLANT,CAAU5382076,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,PSSU3914382,2 days 00:00:00
VIPA LAUSANNE SA,TCLU5595126,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,VICU0503567,2 days 00:00:00
MAERSK A/S,SUDU7493736,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCNU7432212,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MIEU3043720,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,SEKU4606725,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,WBXU2081842,2 days 00:00:00
HILLEBRAND BULK LOGISTICS,FTAU1559204,2 days 00:00:00
MAERSK A/S,MSKU7898854,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,PSSU3935981,2 days 00:00:00
MAERSK BATTERY PLANT,MRKU3699220,2 days 00:00:00
KOMATSU UK LTD (CON),KKFU7720844,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,HASU4183842,2 days 00:00:00
HINE FREIGHT SERVICES LIMITED,EISU8370320,2 days 00:00:00
BAKER LOGISTICS LTD,TRLU8089033,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU6881182,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU5234514,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU6400923,2 days 00:00:00
LIGENTIA INTERNATIONAL LTD,UESU2462238,2 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,FFAU2283279,2 days 00:00:00
MAERSK A/S,TRHU3183898,2 days 00:00:00
KOMATSU UK LTD (CON),FFAU1843851,2 days 12:00:00
DHL GLOBAL FORWARDING UK LTD,MRSU4229753,2 days 12:00:00
KUEHNE + NAGEL LTD,FCIU6487684,2 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,TGBU5316682,2 days 12:00:00
OCEAN NETWORK EXPRESS PTE LTD,MOTU6735872,2 days 12:00:00
KOMATSU UK LTD (CON),CXDU1240650,2 days 12:00:00
VIPA LAUSANNE SA,TGHU6585820,2 days 12:00:00
KOMATSU UK LTD (CON),SUDU8881309,2 days 12:00:00
NIPPON EXPRESS (UK) LIMITED,TEMU6538405,2 days 12:00:00
VIPA LAUSANNE SA,MRSU4229753,2 days 12:00:00
DHL GLOBAL FORWARDING UK LTD,CAAU5477660,2 days 12:00:00
NIPPON EXPRESS (UK) LIMITED,MOTU6735872,2 days 12:00:00
NIPPON EXPRESS (UK) LIMITED,FTAU1330877,2 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,CAAU5477660,2 days 12:00:00
LIGENTIA INTERNATIONAL LTD,CPWU2344069,2 days 16:00:00
LIGENTIA INTERNATIONAL LTD,CLVU2402225,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,BEAU5232747,3 days 00:00:00
LIGENTIA  INTERNATIONAL LTD,DFSU2264053,3 days 00:00:00
VIPA LAUSANNE SA,TRHU4809060,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLHU3926276,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,CAAU5051571,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MTSU9601168,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MSKU9907111,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,CAIU4627916,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MSKU8714843,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TGHU2885542,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU6024817,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU4828403,3 days 00:00:00
MAERSK A/S,MSKU7751354,3 days 00:00:00
MAERSK A/S,MSKU6408628,3 days 00:00:00
MAERSK A/S,MSKU6068298,3 days 00:00:00
MAERSK A/S,MSKU5285508,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU4738819,3 days 00:00:00
MAERSK A/S,MSKU2050834,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,HASU4912230,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU4646224,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU4601744,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU4592534,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,HASU5007540,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,HASU5174320,3 days 00:00:00
MAERSK A/S,TCKU1115263,3 days 00:00:00
MAERSK A/S,MRKU7633534,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU4123861,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU4004250,3 days 00:00:00
LV SHIPPING LTD,TGBU5046756,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MNBU3629367,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TCIU4257963,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU2116966,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,VICU0503490,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU2202998,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TTMU1213350,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TTMU1213345,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TCIU4258316,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TTMU1213303,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,TGHU3400311,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,KKFU8046109,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,GESU4914903,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,PSSU3923390,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,FSCU8632395,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU6024838,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU6024972,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,TLLU6163927,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU6025120,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU6025238,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CLVU6025243,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MSKU0576054,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,TEMU0017267,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,TCNU6720981,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,TCLU6757263,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,TCLU5343850,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,SEGU5526661,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,SEGU4518933,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRSU4306253,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,NYKU8269464,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,CPWU2344135,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,MOAU0674428,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRSU3713001,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,FSCU4956837,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,CMAU9087520,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRSU3564037,3 days 00:00:00
MAERSK BATTERY PLANT,TRHU4050138,3 days 00:00:00
MAERSK BATTERY PLANT,TCNU8167469,3 days 00:00:00
MAERSK BATTERY PLANT,TCKU7290140,3 days 00:00:00
MAERSK BATTERY PLANT,MSKU2724309,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRSU3190744,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,IKSU2551864,3 days 00:00:00
LIGENTIA INTERNATIONAL LTD,IKSU2551890,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,MRKU5862085,3 days 00:00:00
NIPPON EXPRESS (UK) LIMITED,TRLU9714808,3 days 00:00:00
ALBATRANS LONDON (UK) LTD,FCIU6449679,3 days 00:00:00
KOMATSU UK LTD (CON),TGHU4732413,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCKU9141361,3 days 00:00:00
KOMATSU UK LTD (CON),MSKU6235862,3 days 00:00:00
HILLEBRAND BULK LOGISTICS,UACU4167375,3 days 00:00:00
KOMATSU UK LTD (CON),MSDU7761043,3 days 00:00:00
KOMATSU UK LTD (CON),TEMU8900010,3 days 00:00:00
KOMATSU UK LTD (CON),TGBU9719840,3 days 00:00:00
KERRY LOGISTICS (UK) LTD,FCIU9214410,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,SUDU7505185,3 days 00:00:00
FCL GLOBAL FORWARDING,HLXU1319838,3 days 00:00:00
KOMATSU UK LTD (CON),TGHU8716853,3 days 00:00:00
HILLEBRAND BULK LOGISTICS,UETU2761459,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU4828403,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU3743322,3 days 00:00:00
HILLEBRAND BULK LOGISTICS,TTNU1233900,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU2099278,3 days 00:00:00
KOMATSU UK LTD (CON),TRLU7430335,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCKU6032259,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCNU2458322,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCNU2736906,3 days 00:00:00
KOMATSU UK LTD (CON),BEAU5502570,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,SUDU6917470,3 days 00:00:00
KOMATSU UK LTD (CON),TRHU4007770,3 days 00:00:00
OCEAN NETWORK EXPRESS PTE LTD,NYKU3510814,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCLU6740907,3 days 00:00:00
KOMATSU UK LTD (CON),TCLU8876467,3 days 00:00:00
HINE FREIGHT SERVICES LIMITED,TLLU4294980,3 days 00:00:00
KOMATSU UK LTD (CON),PONU1473106,3 days 00:00:00
J BARBOUR AND SONS LTD,APHU6885452,3 days 00:00:00
HINE FREIGHT SERVICES LIMITED,TLLU4144511,3 days 00:00:00
HILLEBRAND BULK LOGISTICS,FCIU6287264,3 days 00:00:00
J BARBOUR AND SONS LTD,GIPU4399965,3 days 00:00:00
KOMATSU UK LTD (CON),PONU1882552,3 days 00:00:00
KOMATSU UK LTD (CON),PONU1935230,3 days 00:00:00
HINE FREIGHT SERVICES LIMITED,TCNU6626846,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU0308506,3 days 00:00:00
J BARBOUR AND SONS LTD,MSMU8005345,3 days 00:00:00
KOMATSU UK LTD (CON),TCKU7273409,3 days 00:00:00
KEITH SPICER LTD,FANU1125586,3 days 00:00:00
KOMATSU UK LTD (CON),MSKU6827943,3 days 00:00:00
KEITH SPICER LTD,FBIU0402733,3 days 00:00:00
HAPAG LLOYD AG,HLBU2282058,3 days 00:00:00
UNIEXPRESS LIMITED,TCLU3235033,3 days 00:00:00
REUDAN INTERNATIONAL,TCKU6934741,3 days 00:00:00
HINE FREIGHT SERVICES LIMITED,DRYU9796360,3 days 00:00:00
KOMATSU UK LTD (CON),TCLU8482123,3 days 00:00:00
KOMATSU UK LTD (CON),SUDU6790447,3 days 00:00:00
KOMATSU UK LTD (CON),KKFU7528955,3 days 00:00:00
HAPAG LLOYD AG,HLBU1767706,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU0666876,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TLLU4816703,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU0297989,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,PONU7371523,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU0527778,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,NYKU4943568,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU0689510,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCKU7290140,3 days 00:00:00
ALBATRANS LONDON (UK) LTD,TGBU3178521,3 days 00:00:00
KOMATSU UK LTD (CON),KKFU8037540,3 days 00:00:00
HILLEBRAND BULK LOGISTICS,HLBU2603538,3 days 00:00:00
DHL GLOBAL FORWARDING UK LTD,HLBU1950722,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU0203547,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU0666768,3 days 00:00:00
HILLEBRAND BULK LOGISTICS,HLBU2626390,3 days 00:00:00
DHL GLOBAL FORWARDING UK LTD,BMOU4485869,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TRHU4572554,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TGBU5144578,3 days 00:00:00
KUEHNE + NAGEL LTD,TCLU4176660,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TLLU5540570,3 days 00:00:00
DHL GLOBAL FORWARDING UK LTD,HLBU2560708,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TLLU5983053,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU0099710,3 days 00:00:00
HILLEBRAND BULK LOGISTICS,HLBU2967416,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCNU6338428,3 days 00:00:00
HILLEBRAND BULK LOGISTICS,HLBU1344849,3 days 00:00:00
KOMATSU UK LTD (CON),MRKU0134451,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,PONU8047268,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TLLU4063940,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TCNU8189299,3 days 00:00:00
NISSAN TRADING EUROPE LTD,TEMU6982370,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,TLLU5870890,3 days 00:00:00
HILLEBRAND BULK LOGISTICS,HLBU2295230,3 days 00:00:00
KUEHNE + NAGEL LTD,HLBU3237963,3 days 00:00:00
HILLEBRAND BULK LOGISTICS,HLBU2967437,3 days 00:00:00
NISSAN MOTOR MANUFACTURING UK,BEAU2009175,3 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,GCXU2237057,3 days 12:00:00
OCEAN NETWORK EXPRESS PTE LTD,NYKU4914657,3 days 12:00:00
RAW MINERALS B.V.,BEAU2009175,3 days 12:00:00
VIPA LAUSANNE SA,MRKU2763047,3 days 12:00:00
NISSAN MOTOR MANUFACTURING UK,NYKU4914657,3 days 12:00:00
DHL GLOBAL FORWARDING UK LTD,MRKU2763047,3 days 12:00:00
J BARBOUR AND SONS LTD,TGHU8895954,4 days 00:00:00
J BARBOUR AND SONS LTD,GLDU9363311,4 days 00:00:00
KOMATSU UK LTD (CON),MRKU0214006,4 days 00:00:00
KOMATSU UK LTD (CON),MRKU0014899,4 days 00:00:00
KEITH SPICER LTD,UASU1055223,4 days 00:00:00
MAERSK BATTERY PLANT,TRLU7656003,4 days 00:00:00
MAERSK BATTERY PLANT,TLLU5051054,4 days 00:00:00
