,CUSTOMER,container_id,d
3674,HILLEBRAND BULK LOGISTICS,HLBU2315336,8
3675,HILLEBRAND BULK LOGISTICS,HLBU2315336,13
3676,HILLEBRAND BULK LOGISTICS,HLBU2315336,4
3677,NISSAN MOTOR MANUFACTURING UK,MRKU3451526,31
3678,NISSAN MOTOR MANUFACTURING UK,MRKU3451526,11
3679,HILLEBRAND BULK LOGISTICS,HLBU2625521,11
3680,HILLEBRAND BULK LOGISTICS,HLBU2625521,8
3681,NISSAN MOTOR MANUFACTURING UK,MSKU1967069,31
3682,NISSAN MOTOR MANUFACTURING UK,MSKU1967069,23
3683,HILLEBRAND BULK LOGISTICS,CAAU2101391,8
3684,HILLEBRAND BULK LOGISTICS,CAAU2101391,11
3685,NISSAN MOTOR MANUFACTURING UK,FFAU2108337,9
3686,NISSAN MOTOR MANUFACTURING UK,FFAU2108337,7
3687,HILLEBRAND BULK LOGISTICS,FTAU1228340,11
3688,HILLEBRAND BULK LOGISTICS,FTAU1228340,8
3689,NISSAN MOTOR MANUFACTURING UK,NYKU9915105,19
3690,NISSAN MOTOR MANUFACTURING UK,NYKU9915105,76
3691,NISSAN MOTOR MANUFACTURING UK,HLBU9221291,9
3692,NISSAN MOTOR MANUFACTURING UK,HLBU9221291,11
3693,HILLEBRAND BULK LOGISTICS,SEGU3621280,8
3694,HILLEBRAND BULK LOGISTICS,SEGU3621280,11
3695,NISSAN MOTOR MANUFACTURING UK,FCIU8038609,11
3696,NISSAN MOTOR MANUFACTURING UK,FCIU8038609,24
3697,HILLEBRAND BULK LOGISTICS,BMOU1371815,9
3698,HILLEBRAND BULK LOGISTICS,BMOU1371815,11
3699,KOMATSU UK LTD (CON),MRKU0495238,22
3700,KOMATSU UK LTD (CON),MRKU0495238,1
3701,J BARBOUR AND SONS LTD,TLLU4232572,1
3702,J BARBOUR AND SONS LTD,TLLU4232572,0
3703,J BARBOUR AND SONS LTD,TCLU4084950,0
3704,J BARBOUR AND SONS LTD,TCLU4084950,148
3705,NISSAN MOTOR MANUFACTURING UK,PONU7634152,31
3706,NISSAN MOTOR MANUFACTURING UK,PONU7634152,24
3707,MAERSK BATTERY PLANT,SUDU6818539,0
3708,MAERSK BATTERY PLANT,SUDU6818539,13
3709,MAERSK BATTERY PLANT,SUDU6818539,17
3710,VIPA LAUSANNE SA,SUDU6818539,0
3711,VIPA LAUSANNE SA,SUDU6818539,13
3712,VIPA LAUSANNE SA,SUDU6818539,17
3713,MAERSK A/S,MSKU7173873,24
3714,MAERSK A/S,MSKU7173873,1
3715,NISSAN MOTOR MANUFACTURING UK,MSWU1020646,10
3716,NISSAN MOTOR MANUFACTURING UK,MSWU1020646,24
3717,KOMATSU UK LTD (CON),FCIU9988231,31
3718,KOMATSU UK LTD (CON),FCIU9988231,1
3719,KOMATSU UK LTD (CON),MRKU0008290,24
3720,KOMATSU UK LTD (CON),MRKU0008290,1
3721,NISSAN MOTOR MANUFACTURING UK,SUDU8138968,24
3722,NISSAN MOTOR MANUFACTURING UK,SUDU8138968,10
3723,MAERSK BATTERY PLANT,MRKU4626784,0
3724,MAERSK BATTERY PLANT,MRKU4626784,6
3725,MAERSK BATTERY PLANT,MRKU4626784,1
3726,MAERSK BATTERY PLANT,MRKU4626784,13
3727,MAERSK BATTERY PLANT,MRKU4626784,17
3728,MAERSK A/S,MRKU9233244,10
3729,MAERSK A/S,MRKU9233244,1
3730,HAPAG LLOYD AG,UACU5815955,6
3731,HAPAG LLOYD AG,UACU5815955,1
3732,HAPAG LLOYD AG,UACU5815955,10
3733,J BARBOUR AND SONS LTD,CAIU8267090,1
3734,J BARBOUR AND SONS LTD,CAIU8267090,6
3735,J BARBOUR AND SONS LTD,CAIU8267090,21
3736,J BARBOUR AND SONS LTD,TRLU7122395,7
3737,J BARBOUR AND SONS LTD,TRLU7122395,1
3738,J BARBOUR AND SONS LTD,TRLU7122395,19
3739,KOMATSU UK LTD (CON),MSKU6295162,1
3740,KOMATSU UK LTD (CON),MSKU6295162,24
3741,NISSAN MOTOR MANUFACTURING UK,MNBU3189273,24
3742,NISSAN MOTOR MANUFACTURING UK,MNBU3189273,7
3743,MAERSK A/S,MSKU7596860,1
3744,MAERSK A/S,MSKU7596860,24
3745,HAPAG LLOYD AG,UASU1007729,10
3746,HAPAG LLOYD AG,UASU1007729,6
3747,HAPAG LLOYD AG,UASU1007729,3
3748,NISSAN MOTOR MANUFACTURING UK,MRKU5529726,1
3749,NISSAN MOTOR MANUFACTURING UK,MRKU5529726,10
3750,HILLEBRAND BULK LOGISTICS,HLBU1737039,9
3751,HILLEBRAND BULK LOGISTICS,HLBU1737039,11
3752,MAERSK A/S,MCRU2065935,48
3753,MAERSK A/S,MCRU2065935,1
3754,NISSAN MOTOR MANUFACTURING UK,MSKU9191840,10
3755,NISSAN MOTOR MANUFACTURING UK,MSKU9191840,1
3756,NISSAN MOTOR MANUFACTURING UK,XINU8149413,4
3757,NISSAN MOTOR MANUFACTURING UK,XINU8149413,10
3758,NISSAN MOTOR MANUFACTURING UK,MSKU0556850,1
3759,NISSAN MOTOR MANUFACTURING UK,MSKU0556850,21
3760,J BARBOUR AND SONS LTD,TGHU8831076,137
3761,J BARBOUR AND SONS LTD,TGHU8831076,7
3762,J BARBOUR AND SONS LTD,TGHU8831076,1
3763,ALBATRANS LONDON (UK) LTD,FTAU1591206,11
3764,ALBATRANS LONDON (UK) LTD,FTAU1591206,9
3765,NISSAN MOTOR MANUFACTURING UK,TRLU7620356,7
3766,NISSAN MOTOR MANUFACTURING UK,TRLU7620356,1
3767,HILLEBRAND BULK LOGISTICS,FCIU6325831,11
3768,HILLEBRAND BULK LOGISTICS,FCIU6325831,9
3769,NISSAN MOTOR MANUFACTURING UK,APMU8066661,10
3770,NISSAN MOTOR MANUFACTURING UK,APMU8066661,12
3771,NISSAN MOTOR MANUFACTURING UK,MRKU2899521,7
3772,NISSAN MOTOR MANUFACTURING UK,MRKU2899521,1
3773,NISSAN MOTOR MANUFACTURING UK,UACU4794544,8
3774,NISSAN MOTOR MANUFACTURING UK,UACU4794544,9
3775,MAERSK A/S,MRKU5335253,25
3776,MAERSK A/S,MRKU5335253,1
3777,MAERSK A/S,MRKU5335253,7
3778,HILLEBRAND BULK LOGISTICS,HLBU3454315,9
3779,HILLEBRAND BULK LOGISTICS,HLBU3454315,8
3780,NISSAN MOTOR MANUFACTURING UK,SUDU5233468,27
3781,NISSAN MOTOR MANUFACTURING UK,SUDU5233468,7
3782,MAERSK BATTERY PLANT,MNBU4129319,7
3783,MAERSK BATTERY PLANT,MNBU4129319,4
3784,MAERSK A/S,PONU0332320,9
3785,MAERSK A/S,PONU0332320,2
3786,MAERSK A/S,PONU0332320,7
3787,NISSAN MOTOR MANUFACTURING UK,MRKU4960087,28
3788,NISSAN MOTOR MANUFACTURING UK,MRKU4960087,21
3789,ALBATRANS LONDON (UK) LTD,FTAU1183117,9
3790,ALBATRANS LONDON (UK) LTD,FTAU1183117,29
3791,KOMATSU UK LTD (C/S),MRKU0752207,1
3792,KOMATSU UK LTD (C/S),MRKU0752207,21
3793,NISSAN MOTOR MANUFACTURING UK,BEAU5492488,29
3794,NISSAN MOTOR MANUFACTURING UK,BEAU5492488,21
3795,MAERSK BATTERY PLANT,MRKU6331756,21
3796,MAERSK BATTERY PLANT,MRKU6331756,4
3797,ALBATRANS LONDON (UK) LTD,FCIU6515045,8
3798,ALBATRANS LONDON (UK) LTD,FCIU6515045,9
3799,KOMATSU UK LTD (CON),MSKU8341708,28
3800,KOMATSU UK LTD (CON),MSKU8341708,0
3801,MAERSK A/S,MRKU9574493,7
3802,MAERSK A/S,MRKU9574493,25
3803,MAERSK A/S,MRKU9574493,1
3804,NISSAN MOTOR MANUFACTURING UK,HLBU9388294,12
3805,NISSAN MOTOR MANUFACTURING UK,HLBU9388294,8
3806,NISSAN MOTOR MANUFACTURING UK,PONU0263487,21
3807,NISSAN MOTOR MANUFACTURING UK,PONU0263487,3
3808,NIPPON EXPRESS (UK) LIMITED,CMAU9086191,145
3809,NIPPON EXPRESS (UK) LIMITED,CMAU9086191,0
3810,ALBATRANS LONDON (UK) LTD,FCIU6650678,12
3811,ALBATRANS LONDON (UK) LTD,FCIU6650678,8
3812,NIPPON EXPRESS (UK) LIMITED,DRYU4225034,0
3813,NIPPON EXPRESS (UK) LIMITED,DRYU4225034,145
3814,NISSAN MOTOR MANUFACTURING UK,MWCU5312270,27
3815,NISSAN MOTOR MANUFACTURING UK,MWCU5312270,6
3816,NISSAN MOTOR MANUFACTURING UK,HLBU9414069,8
3817,NISSAN MOTOR MANUFACTURING UK,HLBU9414069,12
3818,NISSAN MOTOR MANUFACTURING UK,MSKU0298863,27
3819,NISSAN MOTOR MANUFACTURING UK,MSKU0298863,14
3820,NISSAN MOTOR MANUFACTURING UK,MSKU9542420,15
3821,NISSAN MOTOR MANUFACTURING UK,MSKU9542420,27
3822,KOMATSU UK LTD (CON),MSKU1515963,20
3823,NISSAN MOTOR MANUFACTURING UK,HASU4576623,28
3824,NISSAN MOTOR MANUFACTURING UK,HASU4576623,0
3825,NISSAN MOTOR MANUFACTURING UK,UASU1010770,25
3826,NISSAN MOTOR MANUFACTURING UK,UASU1010770,7
3827,HILLEBRAND BULK LOGISTICS,SEGU3638370,8
3828,HILLEBRAND BULK LOGISTICS,SEGU3638370,12
3829,NISSAN MOTOR MANUFACTURING UK,MSKU1816484,27
3830,NISSAN MOTOR MANUFACTURING UK,MSKU1816484,15
3831,NISSAN MOTOR MANUFACTURING UK,SUDU5966296,21
3832,NISSAN MOTOR MANUFACTURING UK,SUDU5966296,15
3833,NISSAN MOTOR MANUFACTURING UK,BEAU5685569,20
3834,NISSAN MOTOR MANUFACTURING UK,BEAU5685569,4
3835,HILLEBRAND BULK LOGISTICS,HLBU2610814,12
3836,HILLEBRAND BULK LOGISTICS,HLBU2610814,7
3837,NISSAN MOTOR MANUFACTURING UK,TCLU4890343,21
3838,NISSAN MOTOR MANUFACTURING UK,TCLU4890343,28
3839,NISSAN MOTOR MANUFACTURING UK,TCNU7058695,27
3840,NISSAN MOTOR MANUFACTURING UK,TCNU7058695,5
3841,NISSAN MOTOR MANUFACTURING UK,BSIU9691718,28
3842,NISSAN MOTOR MANUFACTURING UK,BSIU9691718,23
3843,NISSAN MOTOR MANUFACTURING UK,TEMU1418541,28
3844,NISSAN MOTOR MANUFACTURING UK,TEMU1418541,6
3845,NISSAN MOTOR MANUFACTURING UK,MRKU4183217,16
3846,NISSAN MOTOR MANUFACTURING UK,MRKU4183217,6
3847,NISSAN MOTOR MANUFACTURING UK,MRKU2408401,20
3848,NISSAN MOTOR MANUFACTURING UK,MRKU2408401,28
3849,MAERSK BATTERY PLANT,MSKU9753654,20
3850,MAERSK BATTERY PLANT,MSKU9753654,5
3851,HINE FREIGHT SERVICES LIMITED,TGBU7034097,12
3852,HINE FREIGHT SERVICES LIMITED,TGBU7034097,1
3853,KOMATSU UK LTD (CON),PONU1434183,4
3854,KOMATSU UK LTD (CON),PONU1434183,0
3855,HINE FREIGHT SERVICES LIMITED,EITU9128001,1
3856,HINE FREIGHT SERVICES LIMITED,EITU9128001,12
3857,LIGENTIA  INTERNATIONAL LTD,PONU7643600,1
3858,LIGENTIA  INTERNATIONAL LTD,PONU7643600,20
3859,MAERSK A/S,TCKU1152694,9
3860,MAERSK A/S,TCKU1152694,19
3861,MAERSK A/S,TCKU1152694,4
3862,NISSAN MOTOR MANUFACTURING UK,TCKU1152694,9
3863,NISSAN MOTOR MANUFACTURING UK,TCKU1152694,19
3864,NISSAN MOTOR MANUFACTURING UK,TCKU1152694,4
3865,NISSAN MOTOR MANUFACTURING UK,MSKU1616017,27
3866,NISSAN MOTOR MANUFACTURING UK,MSKU1616017,28
3867,HINE FREIGHT SERVICES LIMITED,BMOU5379331,1
3868,HINE FREIGHT SERVICES LIMITED,BMOU5379331,12
3869,NISSAN MOTOR MANUFACTURING UK,MRKU3294509,20
3870,NISSAN MOTOR MANUFACTURING UK,MRKU3294509,16
3871,MAERSK BATTERY PLANT,TCKU6731805,5
3872,MAERSK BATTERY PLANT,TCKU6731805,20
3873,HINE FREIGHT SERVICES LIMITED,CAAU5158390,12
3874,HINE FREIGHT SERVICES LIMITED,CAAU5158390,1
3875,HAPAG LLOYD AG,HLBU3347549,6
3876,HAPAG LLOYD AG,HLBU3347549,7
3877,HAPAG LLOYD AG,HLBU3347549,6
3878,KOMATSU UK LTD (C/S),UETU2460619,5
3879,KOMATSU UK LTD (C/S),UETU2460619,4
3880,NISSAN MOTOR MANUFACTURING UK,SUDU8541567,20
3881,NISSAN MOTOR MANUFACTURING UK,SUDU8541567,28
3882,HAPAG LLOYD AG,TGHU8915074,25
3883,HAPAG LLOYD AG,TGHU8915074,6
3884,HAPAG LLOYD AG,TGHU8915074,7
3885,KOMATSU UK LTD (C/S),TRHU2716626,1
3886,KOMATSU UK LTD (C/S),TRHU2716626,5
3887,NISSAN MOTOR MANUFACTURING UK,MRKU6305802,20
3888,NISSAN MOTOR MANUFACTURING UK,MRKU6305802,28
3889,NISSAN MOTOR MANUFACTURING UK,MRSU3677732,28
3890,NISSAN MOTOR MANUFACTURING UK,MRSU3677732,26
3891,NISSAN MOTOR MANUFACTURING UK,MNBU0192946,6
3892,NISSAN MOTOR MANUFACTURING UK,MNBU0192946,5
3893,NISSAN MOTOR MANUFACTURING UK,TCLU2383988,6
3894,NISSAN MOTOR MANUFACTURING UK,TCLU2383988,16
3895,NISSAN MOTOR MANUFACTURING UK,MRKU2858245,17
3896,NISSAN MOTOR MANUFACTURING UK,MRKU2858245,20
3897,NISSAN MOTOR MANUFACTURING UK,MNBU0394905,6
3898,NISSAN MOTOR MANUFACTURING UK,MNBU0394905,5
3899,NISSAN MOTOR MANUFACTURING UK,TCLU8265853,13
3900,NISSAN MOTOR MANUFACTURING UK,TCLU8265853,5
3901,NISSAN MOTOR MANUFACTURING UK,TCLU8265853,0
3902,OCEAN NETWORK EXPRESS PTE LTD,TCLU8265853,13
3903,OCEAN NETWORK EXPRESS PTE LTD,TCLU8265853,5
3904,OCEAN NETWORK EXPRESS PTE LTD,TCLU8265853,0
3905,KOMATSU UK LTD (C/S),MSKU5273493,19
3906,KOMATSU UK LTD (C/S),MSKU5273493,4
3907,MAERSK BATTERY PLANT,MNBU0578440,6
3908,MAERSK BATTERY PLANT,MNBU0578440,16
3909,NISSAN MOTOR MANUFACTURING UK,MSKU8281738,20
3910,NISSAN MOTOR MANUFACTURING UK,MSKU8281738,16
3911,NISSAN MOTOR MANUFACTURING,MSKU9474074,20
3912,NISSAN MOTOR MANUFACTURING UK,MSKU9474074,20
3913,NISSAN MOTOR MANUFACTURING,MRKU4623492,19
3914,NISSAN MOTOR MANUFACTURING UK,MRKU4623492,19
3915,NISSAN MOTOR MANUFACTURING UK,MRKU5211421,5
3916,NISSAN MOTOR MANUFACTURING UK,MRKU5211421,17
3917,NISSAN MOTOR MANUFACTURING UK,MRKU5439664,11
3918,NISSAN MOTOR MANUFACTURING UK,MRKU5439664,42
3919,NISSAN MOTOR MANUFACTURING UK,NYKU4829030,56
3920,NISSAN MOTOR MANUFACTURING UK,NYKU4829030,0
3921,NISSAN MOTOR MANUFACTURING UK,NYKU4829030,23
3922,OCEAN NETWORK EXPRESS PTE LTD,NYKU4829030,56
3923,OCEAN NETWORK EXPRESS PTE LTD,NYKU4829030,0
3924,OCEAN NETWORK EXPRESS PTE LTD,NYKU4829030,23
3925,NISSAN MOTOR MANUFACTURING UK,MSKU8440423,43
3926,NISSAN MOTOR MANUFACTURING UK,MSKU8440423,17
3927,NISSAN MOTOR MANUFACTURING UK,MRKU9531510,83
3928,NISSAN MOTOR MANUFACTURING UK,MRKU9531510,5
3929,NISSAN MOTOR MANUFACTURING UK,CAIU2573019,6
3930,NISSAN MOTOR MANUFACTURING UK,CAIU2573019,14
3931,NISSAN MOTOR MANUFACTURING UK,TLLU4374279,20
3932,NISSAN MOTOR MANUFACTURING UK,TLLU4374279,14
3933,DHL GLOBAL FORWARDING UK LTD,CAIU7564663,26
3934,DHL GLOBAL FORWARDING UK LTD,CAIU7564663,2
3935,KOMATSU UK LTD (CON),MSDU1594680,75
3936,KOMATSU UK LTD (CON),MSDU1594680,5
3937,MAERSK BATTERY PLANT,MNBU0402425,6
3938,MAERSK BATTERY PLANT,MNBU0402425,5
3939,MAERSK BATTERY PLANT,HASU5133390,5
3940,MAERSK BATTERY PLANT,HASU5133390,19
3941,HINE FREIGHT SERVICES LIMITED,TEMU8934180,11
3942,HINE FREIGHT SERVICES LIMITED,TEMU8934180,3
3943,DHL GLOBAL FORWARDING UK LTD,FSCU8853061,7
3944,DHL GLOBAL FORWARDING UK LTD,FSCU8853061,3
3945,DHL GLOBAL FORWARDING UK LTD,FSCU8853061,5
3946,KOMATSU UK LTD (CON),TCNU1540652,6
3947,KOMATSU UK LTD (CON),TCNU1540652,75
3948,NISSAN MOTOR MANUFACTURING,BEAU5112150,2
3949,NISSAN MOTOR MANUFACTURING,BEAU5112150,41
3950,NISSAN MOTOR MANUFACTURING UK,BEAU5112150,2
3951,NISSAN MOTOR MANUFACTURING UK,BEAU5112150,41
3952,NISSAN MOTOR MANUFACTURING,HASU4427173,26
3953,NISSAN MOTOR MANUFACTURING UK,HASU4427173,26
3954,NISSAN MOTOR MANUFACTURING,UETU5235340,18
3955,NISSAN MOTOR MANUFACTURING,UETU5235340,1
3956,NISSAN MOTOR MANUFACTURING UK,UETU5235340,18
3957,NISSAN MOTOR MANUFACTURING UK,UETU5235340,1
3958,FCL GLOBAL FORWARDING,HLXU1319838,3
3959,FCL GLOBAL FORWARDING,HLXU1319838,6
3960,OCEAN NETWORK EXPRESS PTE LTD,NYKU8364137,1
3961,OCEAN NETWORK EXPRESS PTE LTD,NYKU8364137,10
3962,OCEAN NETWORK EXPRESS PTE LTD,NYKU8364137,2
3963,NISSAN MOTOR MANUFACTURING UK,UXXU2287198,12
3964,NISSAN MOTOR MANUFACTURING UK,UXXU2287198,11
3965,NISSAN MOTOR MANUFACTURING UK,UXXU2287198,0
3966,NISSAN MOTOR MANUFACTURING UK,UXXU2287198,12
3967,NISSAN MOTOR MANUFACTURING UK,UXXU2287198,11
3968,NISSAN MOTOR MANUFACTURING UK,UXXU2287198,0
3969,HAPAG LLOYD AG,UACU5670466,5
3970,HAPAG LLOYD AG,UACU5670466,26
3971,HAPAG LLOYD AG,UACU5670466,7
3972,LIGENTIA  INTERNATIONAL LTD,CAAU5261855,2
3973,LIGENTIA  INTERNATIONAL LTD,CAAU5261855,26
3974,KOMATSU UK LTD (CON),MSKU6288163,6
3975,KOMATSU UK LTD (CON),MSKU6288163,26
3976,MAERSK A/S,MRKU8152024,83
3977,MAERSK A/S,MRKU8152024,10
3978,HAPAG LLOYD AG,SEGU6952002,26
3979,HAPAG LLOYD AG,SEGU6952002,6
3980,HAPAG LLOYD AG,SEGU6952002,5
3981,HINE FREIGHT SERVICES LIMITED,TCKU6145065,11
3982,HINE FREIGHT SERVICES LIMITED,TCKU6145065,3
3983,DHL GLOBAL FORWARDING UK LTD,MEDU9369348,3
3984,DHL GLOBAL FORWARDING UK LTD,MEDU9369348,0
3985,DHL GLOBAL FORWARDING UK LTD,MEDU9369348,0
3986,DHL GLOBAL FORWARDING UK LTD,MEDU9369348,7
3987,KOMATSU UK LTD (CON),MRKU0398433,14
3988,KOMATSU UK LTD (CON),MRKU0398433,10
3989,KOMATSU UK LTD (CON),MRKU0398433,6
3990,KOMATSU UK LTD (CON),MRKU0398433,27
3991,FCL GLOBAL FORWARDING,UACU3420621,6
3992,FCL GLOBAL FORWARDING,UACU3420621,2
3993,NISSAN MOTOR MANUFACTURING UK,TCKU6813499,0
3994,NISSAN MOTOR MANUFACTURING UK,TCKU6813499,0
3995,NISSAN MOTOR MANUFACTURING UK,TCKU6813499,29
3996,NISSAN MOTOR MANUFACTURING UK,TCKU6813499,10
3997,NISSAN MOTOR MANUFACTURING UK,TCKU6813499,0
3998,NISSAN MOTOR MANUFACTURING UK,TCKU6813499,0
3999,NISSAN MOTOR MANUFACTURING UK,TCKU6813499,29
4000,NISSAN MOTOR MANUFACTURING UK,TCKU6813499,10
4001,HINE FREIGHT SERVICES LIMITED,EGHU9455425,11
4002,HINE FREIGHT SERVICES LIMITED,EGHU9455425,2
4003,DHL GLOBAL FORWARDING UK LTD,MEDU7890167,0
4004,DHL GLOBAL FORWARDING UK LTD,MEDU7890167,6
4005,DHL GLOBAL FORWARDING UK LTD,MEDU7890167,3
4006,NISSAN MOTOR MANUFACTURING UK,FCIU9078843,10
4007,NISSAN MOTOR MANUFACTURING UK,FCIU9078843,0
4008,NISSAN MOTOR MANUFACTURING UK,FCIU9078843,29
4009,NISSAN MOTOR MANUFACTURING UK,MRKU3712907,10
4010,NISSAN MOTOR MANUFACTURING UK,MRKU3712907,0
4011,NISSAN MOTOR MANUFACTURING UK,MRKU3712907,6
4012,NISSAN MOTOR MANUFACTURING UK,MRKU3712907,10
4013,NISSAN MOTOR MANUFACTURING UK,MRKU3712907,0
4014,NISSAN MOTOR MANUFACTURING UK,MRKU3712907,6
4015,NISSAN MOTOR MANUFACTURING UK,PONU8064590,43
4016,NISSAN MOTOR MANUFACTURING UK,PONU8064590,29
4017,HINE FREIGHT SERVICES LIMITED,CAAU5871462,3
4018,HINE FREIGHT SERVICES LIMITED,CAAU5871462,11
4019,DHL GLOBAL FORWARDING UK LTD,MRKU5987272,26
4020,DHL GLOBAL FORWARDING UK LTD,MRKU5987272,3
4021,KOMATSU UK LTD (C/S),MSKU4099704,4
4022,KOMATSU UK LTD (C/S),MSKU4099704,18
4023,KOMATSU UK LTD (C/S),MRKU0015128,16
4024,KOMATSU UK LTD (C/S),MRKU0015128,4
4025,KOMATSU UK LTD (C/S),MRKU1045847,1
4026,KOMATSU UK LTD (C/S),MRKU1045847,16
4027,NISSAN MOTOR MANUFACTURING UK,SEGU4831423,0
4028,NISSAN MOTOR MANUFACTURING UK,SEGU4831423,4
4029,NISSAN MOTOR MANUFACTURING UK,SEGU4831423,14
4030,HAPAG LLOYD AG,SEGU4831423,0
4031,HAPAG LLOYD AG,SEGU4831423,4
4032,HAPAG LLOYD AG,SEGU4831423,14
4033,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,0
4034,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,4
4035,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,29
4036,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,17
4037,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,7
4038,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,0
4039,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,4
4040,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,29
4041,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,17
4042,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,7
4043,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,0
4044,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,4
4045,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,29
4046,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,17
4047,NISSAN MOTOR MANUFACTURING UK,TCNU8804675,7
4048,HILLEBRAND BULK LOGISTICS,SEGU3645851,6
4049,HILLEBRAND BULK LOGISTICS,SEGU3645851,14
4050,NISSAN MOTOR MANUFACTURING UK,MSKU0473879,25
4051,NISSAN MOTOR MANUFACTURING UK,MSKU0473879,7
4052,NISSAN MOTOR MANUFACTURING UK,NYKU4717004,24
4053,NISSAN MOTOR MANUFACTURING UK,NYKU4717004,4
4054,NISSAN MOTOR MANUFACTURING UK,NYKU4717004,0
4055,OCEAN NETWORK EXPRESS PTE LTD,NYKU4717004,24
4056,OCEAN NETWORK EXPRESS PTE LTD,NYKU4717004,4
4057,OCEAN NETWORK EXPRESS PTE LTD,NYKU4717004,0
4058,NISSAN MOTOR MANUFACTURING UK,MRKU8296762,10
4059,NISSAN MOTOR MANUFACTURING UK,MRKU8296762,78
4060,NISSAN MOTOR MANUFACTURING UK,MRKU8296762,2
4061,NISSAN MOTOR MANUFACTURING UK,SUDU6841077,20
4062,NISSAN MOTOR MANUFACTURING UK,SUDU6841077,12
4063,NISSAN MOTOR MANUFACTURING UK,SUDU6841077,21
4064,NISSAN MOTOR MANUFACTURING UK,SUDU6841077,20
4065,NISSAN MOTOR MANUFACTURING UK,SUDU6841077,12
4066,NISSAN MOTOR MANUFACTURING UK,SUDU6841077,21
4067,NISSAN MOTOR MANUFACTURING UK,MRKU7689446,2
4068,NISSAN MOTOR MANUFACTURING UK,MRKU7689446,1
4069,NISSAN MOTOR MANUFACTURING UK,MRKU7689446,1
4070,NISSAN MOTOR MANUFACTURING UK,TCLU8736845,20
4071,NISSAN MOTOR MANUFACTURING UK,TCLU8736845,22
4072,NISSAN MOTOR MANUFACTURING UK,TCLU8736845,6
4073,NISSAN MOTOR MANUFACTURING UK,TCLU8736845,20
4074,NISSAN MOTOR MANUFACTURING UK,TCLU8736845,22
4075,NISSAN MOTOR MANUFACTURING UK,TCLU8736845,6
4076,NISSAN MOTOR MANUFACTURING UK,TCLU6747687,25
4077,NISSAN MOTOR MANUFACTURING UK,TCLU6747687,12
4078,NISSAN MOTOR MANUFACTURING UK,TCLU6747687,0
4079,OCEAN NETWORK EXPRESS PTE LTD,TCLU6747687,25
4080,OCEAN NETWORK EXPRESS PTE LTD,TCLU6747687,12
4081,OCEAN NETWORK EXPRESS PTE LTD,TCLU6747687,0
4082,NISSAN MOTOR MANUFACTURING UK,PONU0565511,12
4083,NISSAN MOTOR MANUFACTURING UK,PONU0565511,2
4084,NISSAN MOTOR MANUFACTURING UK,PONU0565511,1
4085,NISSAN MOTOR MANUFACTURING UK,TRLU7450178,12
4086,NISSAN MOTOR MANUFACTURING UK,TRLU7450178,24
4087,NISSAN MOTOR MANUFACTURING UK,TRLU7450178,1
4088,OCEAN NETWORK EXPRESS PTE LTD,TRLU7450178,12
4089,OCEAN NETWORK EXPRESS PTE LTD,TRLU7450178,24
4090,OCEAN NETWORK EXPRESS PTE LTD,TRLU7450178,1
4091,MAERSK BATTERY PLANT,MNBU0615863,18
4092,MAERSK BATTERY PLANT,MNBU0615863,4
4093,NISSAN MOTOR MANUFACTURING UK,MSWU0113050,7
4094,NISSAN MOTOR MANUFACTURING UK,MSWU0113050,4
4095,MAERSK BATTERY PLANT,MSKU0303996,6
4096,MAERSK BATTERY PLANT,MSKU0303996,0
4097,MAERSK A/S,MSKU0303996,6
4098,MAERSK A/S,MSKU0303996,0
4099,HINE FREIGHT SERVICES LIMITED,BMOU5450595,10
4100,HINE FREIGHT SERVICES LIMITED,BMOU5450595,2
4101,LIGENTIA  INTERNATIONAL LTD,MRSU4144532,9
4102,LIGENTIA  INTERNATIONAL LTD,MRSU4144532,4
4103,NISSAN MOTOR MANUFACTURING UK,MRSU4144532,9
4104,NISSAN MOTOR MANUFACTURING UK,MRSU4144532,4
4105,LIGENTIA  INTERNATIONAL LTD,TGBU5941993,4
4106,LIGENTIA  INTERNATIONAL LTD,TGBU5941993,3
4107,LIGENTIA  INTERNATIONAL LTD,TGBU5941993,0
4108,HAPAG LLOYD AG,TGBU5941993,4
4109,HAPAG LLOYD AG,TGBU5941993,3
4110,HAPAG LLOYD AG,TGBU5941993,0
4111,HINE FREIGHT SERVICES LIMITED,EGSU9169641,10
4112,HINE FREIGHT SERVICES LIMITED,EGSU9169641,4
4113,MAERSK A/S,BMOU2976610,1
4114,MAERSK A/S,BMOU2976610,4
4115,NISSAN MOTOR MANUFACTURING UK,DFSU6764890,1
4116,NISSAN MOTOR MANUFACTURING UK,DFSU6764890,11
